Michigan,127.6,90.3,58.6,43.3,17.0,17.2,35.5,28.2,41.8,26.9,+7.8
Western Kentucky,105.0,106.7,45.4,50.7,14.8,17.6,33.3,29.9,38.2,44.1,-5.8
Northern Kentucky,108.3,110.1,52.6,54.6,16.6,19.4,32.2,32.9,34.1,38.9,-6.7
Elon,113.8,115.8,54.8,54.0,15.9,16.6,34.0,34.2,33.0,33.9,-6.6
Buffalo,114.5,116.6,56.4,53.9,15.7,17.5,27.6,32.1,43.4,31.9,-5.3
Drexel,103.1,105.1,50.4,46.6,18.6,17.0,32.2,30.9,29.9,35.9,-8.3
Tulane,108.7,110.8,50.4,51.2,15.2,17.9,22.3,35.9,45.0,38.0,-5.4
Texas A&M Corpus Chris,101.7,103.7,47.1,50.7,18.5,20.0,31.1,29.8,43.3,44.4,-6.4
Utah Tech,108.0,110.1,52.3,50.8,18.2,18.0,28.8,34.3,29.1,35.5,-5.6
Towson,102.8,104.9,46.2,50.7,16.4,16.2,36.4,26.6,30.4,31.3,-6.3
New Orleans,111.9,114.3,50.7,49.7,20.9,14.0,35.5,34.6,43.3,39.6,-6.8
Lipscomb,108.1,110.4,53.8,52.5,15.9,18.2,25.5,30.5,27.2,31.0,-3.6
Youngstown St.,107.0,109.4,53.1,51.6,19.5,18.4,33.0,32.2,32.5,41.7,-8.9
Quinnipiac,106.1,108.5,49.8,49.8,15.8,17.7,32.6,32.9,31.5,30.7,-5.2
Jacksonville St.,106.1,108.6,49.6,49.5,18.0,16.4,30.3,29.6,43.4,36.1,-7.2
Tarleton St.,106.4,109.0,48.7,57.2,20.0,24.2,32.5,33.2,43.8,47.5,-6.8
Navy,103.2,106.0,52.5,47.8,17.6,18.1,30.9,26.7,38.9,27.4,-3.7
Oregon St.,107.4,110.2,50.0,50.4,18.2,15.9,25.2,32.9,44.4,36.0,-6.8
Stony Brook,106.2,109.0,50.7,50.5,16.8,16.7,28.9,31.9,28.9,34.2,-5.7
Portland,105.9,108.8,50.7,53.2,19.2,17.7,28.4,32.4,35.2,35.1,-8.4
Lamar,106.7,109.7,48.9,50.8,17.8,17.8,36.4,29.3,27.6,45.1,-7.3
LIU,106.3,109.3,52.6,51.0,19.6,18.7,36.0,33.4,33.8,35.1,-4.0
Drake,108.6,111.8,51.6,51.4,14.5,15.3,26.0,29.4,36.5,34.5,-7.4
Cal St. Fullerton,106.4,109.5,50.8,55.6,15.6,19.9,25.2,30.2,39.4,35.9,-7.9
Indiana St.,106.3,109.5,52.2,49.8,18.9,14.7,24.9,31.6,29.6,28.5,-9.5
La Salle,105.4,108.8,46.1,54.2,19.0,17.0,34.1,32.2,36.8,29.1,-9.3
Weber St.,110.3,113.9,51.9,54.0,16.5,17.3,32.3,29.0,40.5,38.7,-8.0
Green Bay,113.0,116.8,54.7,55.8,16.3,13.1,24.8,29.4,43.3,38.6,-7.5
Robert Morris,109.7,113.5,53.9,51.7,19.0,15.8,37.9,28.7,29.5,44.9,-6.7
Bethune Cookman,104.4,108.1,50.5,50.9,18.7,16.2,28.0,32.1,38.2,39.0,-4.8
Eastern Michigan,104.1,107.8,49.7,50.6,17.4,16.7,28.4,29.1,31.3,34.2,-8.0
Dartmouth,107.1,111.2,53.0,50.5,18.1,13.7,26.0,31.3,36.9,29.2,-6.5
Campbell,110.6,114.8,50.1,56.6,18.3,17.1,32.6,31.9,44.8,38.6,-7.3
Queens,113.7,118.2,55.7,55.0,15.4,14.5,32.4,33.4,32.8,39.3,-5.9
Colgate,109.1,113.7,53.7,52.6,15.1,16.0,27.1,30.1,28.1,32.7,-5.7
Princeton,105.1,109.7,49.2,51.3,16.7,14.6,27.2,28.2,34.1,34.3,-9.8
Purdue Fort Wayne,106.1,110.8,52.5,55.0,14.0,19.8,22.1,36.2,28.2,27.7,-4.4
Ohio,106.3,111.0,50.6,52.7,16.9,17.9,29.3,34.0,37.0,37.4,-6.8
Wofford,110.0,115.0,51.6,53.0,14.0,15.3,31.5,30.5,37.0,35.2,-4.9
American,105.1,109.8,51.4,53.0,16.6,19.1,25.6,31.3,28.1,44.0,-6.5
South Alabama,103.8,108.5,51.5,48.6,13.6,18.4,26.0,32.3,39.6,20.8,-3.7
Detroit Mercy,109.4,114.4,48.4,53.7,16.7,14.1,34.8,31.2,32.1,40.0,-8.3
Eastern Washington,109.6,114.7,51.2,56.6,18.5,16.6,31.5,32.7,33.5,37.3,-11.8
Rice,109.2,114.4,48.5,52.3,18.0,16.9,35.1,35.1,36.9,40.4,-8.8
Florida Gulf Coast,108.7,114.0,52.7,53.2,16.9,16.5,31.6,30.4,30.8,40.9,-9.0
Monmouth,102.2,107.2,48.7,49.5,17.0,19.7,30.9,33.8,34.0,31.9,-8.6
Idaho St.,111.4,116.9,53.3,52.9,17.9,15.5,33.4,31.2,39.4,36.4,-8.3
James Madison,109.5,115.0,52.7,49.8,17.5,12.9,30.3,31.2,35.8,43.9,-7.9
San Jose St.,110.2,115.9,48.2,57.6,17.2,18.2,31.1,36.3,33.5,34.3,-9.0
Nicholls St.,105.3,110.9,50.3,54.7,17.4,21.7,27.6,35.1,35.4,40.8,-8.1
Iona,102.2,107.7,51.6,48.6,16.9,16.9,26.0,32.3,28.1,27.8,-6.1
Tennessee Martin,102.2,107.7,50.8,45.7,21.8,18.2,37.3,31.3,43.2,38.7,-3.0
Saint Peter's,103.3,109.1,45.2,48.6,17.2,20.7,36.9,33.7,36.1,47.6,-5.3
Coastal Carolina,103.1,108.9,47.9,46.6,15.0,12.2,25.8,26.6,31.2,36.5,-6.5
Vermont,107.7,114.0,53.1,51.1,14.2,13.8,26.2,23.3,30.7,37.0,-6.7
Long Beach St.,106.3,112.6,50.2,54.5,17.7,17.7,28.0,28.4,29.8,42.5,-10.1
UNC Asheville,104.0,110.3,51.3,51.4,18.0,15.7,29.6,31.3,40.9,38.9,-9.7
Nebraska Omaha,105.2,111.5,51.9,52.5,16.9,14.9,26.4,29.3,35.8,34.1,-8.6
Lindenwood,102.1,108.3,48.7,49.3,19.2,18.7,32.9,32.4,40.5,35.6,-5.4
Sacramento St.,107.4,114.4,47.5,55.3,15.3,16.8,27.5,33.0,40.3,36.1,-8.4
Old Dominion,103.7,110.4,48.8,50.7,15.8,14.4,25.2,29.7,33.1,42.0,-11.1
Charleston Southern,103.6,110.5,52.7,46.7,17.5,12.9,29.3,29.0,31.6,45.2,-9.3
Grambling St.,102.2,109.0,51.0,51.5,22.1,20.7,30.6,34.0,46.3,42.4,-6.7
Radford,107.9,115.2,51.6,53.5,16.8,18.6,29.1,32.8,42.5,43.8,-7.4
Southern Miss,102.0,108.9,48.4,51.9,18.0,17.9,30.1,28.2,42.7,41.0,-8.3
Howard,99.6,106.5,47.6,48.8,20.6,21.3,35.2,32.3,41.4,40.8,-6.3
Northeastern,110.6,118.5,53.5,56.3,16.5,18.0,28.3,32.8,31.2,41.2,-11.5
Cal Poly,107.3,115.2,51.4,55.1,21.1,16.4,30.6,30.5,37.9,35.6,-9.3
Incarnate Word,107.0,115.0,49.9,54.1,16.8,16.8,31.5,32.1,34.5,44.2,-8.8
Milwaukee,106.1,114.1,49.4,55.1,15.1,16.1,33.8,30.4,30.8,36.5,-9.5
Denver,114.2,122.8,52.9,57.0,14.8,13.2,29.6,35.3,33.7,35.3,-9.0
Fairfield,107.6,115.8,48.5,51.5,14.8,16.2,36.2,28.8,27.1,29.1,-7.5
Texas St.,102.0,110.0,48.4,51.7,19.1,18.6,33.4,28.1,34.3,38.6,-8.6
North Dakota,107.5,115.9,49.5,57.3,14.8,20.3,28.6,31.7,36.5,47.1,-7.6
UMBC,104.4,112.6,53.2,51.4,15.5,15.0,22.9,27.7,33.7,24.8,-5.5
Southern,104.3,112.7,47.9,54.7,17.3,19.0,31.4,32.4,39.7,44.1,-7.8
Georgia Southern,107.6,116.2,49.5,51.9,14.6,19.1,29.4,35.6,42.2,40.6,-7.8
Abilene Christian,102.6,110.9,47.9,56.7,20.5,22.8,32.4,31.1,37.4,52.9,-7.1
Western Michigan,108.9,117.8,50.5,53.5,18.2,13.8,32.1,31.1,31.7,37.2,-8.9
Louisiana Tech,100.6,108.9,45.7,48.4,17.5,16.7,35.0,30.5,33.7,36.3,-6.1
Southeast Missouri St.,102.6,111.1,51.1,51.9,17.2,19.3,29.4,27.6,36.7,49.6,-6.9
SIU Edwardsville,98.6,106.9,48.5,45.3,17.6,17.2,31.2,32.7,32.7,36.1,-7.2
Presbyterian,104.0,113.0,50.7,51.1,19.7,15.1,34.0,30.2,39.4,37.6,-9.7
Pepperdine,100.6,109.5,46.5,53.0,19.1,16.8,28.1,34.1,34.4,26.6,-11.3
Western Carolina,109.0,118.7,49.4,56.1,17.9,14.2,33.9,28.2,30.5,42.0,-8.4
Eastern Kentucky,109.0,119.0,51.5,55.2,17.6,14.7,32.9,31.7,29.0,38.8,-11.9
Cleveland St.,111.5,121.8,54.2,55.0,18.9,14.3,28.9,38.8,43.0,34.3,-10.1
Georgia St.,101.3,110.7,44.5,50.1,16.9,16.8,27.8,33.8,36.6,35.0,-10.4
Southern Utah,103.9,113.6,49.8,53.9,20.2,14.7,27.3,34.6,31.6,28.2,-9.9
Arkansas Pine Bluff,105.1,115.0,48.5,53.9,19.4,15.8,27.2,35.1,37.5,48.8,-7.4
Le Moyne,103.0,112.7,51.9,49.5,19.0,15.5,26.6,31.5,39.9,34.0,-8.9
UTEP,102.4,112.1,47.7,52.2,18.0,19.0,27.6,33.7,30.6,44.6,-10.2
South Dakota,107.8,118.1,50.6,56.5,17.4,16.5,31.3,31.6,44.7,31.1,-8.3
Longwood,102.5,112.4,49.5,53.9,20.1,19.7,34.2,28.7,40.0,40.2,-9.3
Mercyhurst,100.1,109.8,48.9,49.5,15.5,19.1,26.5,32.1,23.5,41.8,-8.6
UC Riverside,103.1,113.4,49.2,53.8,20.4,15.6,28.7,31.7,36.1,38.4,-9.9
Brown,95.8,105.5,46.9,49.5,18.5,18.3,29.5,29.6,27.6,35.2,-10.7
North Carolina A&T,104.7,115.3,49.6,51.6,18.8,14.0,32.4,27.4,44.6,38.8,-9.3
Central Michigan,103.0,113.5,49.1,53.9,17.4,16.1,28.7,34.0,29.7,40.6,-10.5
Tennessee St.,106.2,117.1,49.5,52.6,16.8,19.5,33.7,31.2,31.8,43.6,-5.2
East Carolina,99.5,109.7,44.7,52.8,17.6,17.2,32.6,31.7,38.8,34.4,-10.3
Samford,106.3,117.4,50.5,53.1,12.5,13.1,26.0,27.3,42.8,33.7,-8.6
Evansville,99.3,109.6,48.2,53.8,20.0,16.4,23.6,29.4,33.1,34.7,-11.9
Delaware,101.6,112.3,51.9,50.0,18.6,14.2,22.2,30.4,28.2,29.2,-11.6
Southeastern Louisiana,98.6,108.9,45.7,52.3,18.8,19.4,27.8,31.6,42.0,42.8,-12.2
Hampton,100.5,111.2,45.6,51.2,17.9,18.0,33.6,30.5,38.4,45.2,-9.9
Boston University,109.8,121.6,56.0,55.5,17.5,13.5,27.3,27.7,32.6,32.8,-12.3
IU Indy,106.7,118.2,51.7,58.5,15.9,20.0,28.9,37.5,21.3,46.4,-13.8
Sacred Heart,106.7,118.3,52.2,54.5,18.4,15.5,29.2,30.7,30.3,29.5,-10.8
New Hampshire,100.2,111.2,46.9,51.5,16.8,16.2,25.6,29.3,28.0,39.4,-8.7
East Texas A&M,99.2,110.1,48.5,53.6,20.0,17.6,26.1,33.2,32.6,36.9,-10.0
Loyola Chicago,105.1,116.8,49.1,52.6,19.7,12.4,33.1,31.6,33.6,34.4,-13.0
Jacksonville,101.0,112.4,49.4,55.2,18.8,16.0,30.1,28.9,30.5,42.2,-9.6
Ball St.,100.4,111.7,46.2,54.8,16.3,19.1,27.2,32.3,33.2,29.1,-10.7
Northwestern St.,104.8,116.8,49.9,55.6,18.8,17.0,26.0,34.4,41.2,40.8,-11.1
Mount St. Mary's,98.3,109.9,50.2,48.3,22.9,15.0,30.5,29.6,34.6,37.3,-10.2
Louisiana,99.4,111.1,47.7,51.1,18.3,17.6,27.0,31.9,26.7,46.1,-12.5
Lehigh,100.5,112.5,51.6,50.9,18.2,17.7,22.1,34.3,31.7,34.8,-9.8
USC Upstate,98.7,110.5,48.1,50.2,17.8,16.0,28.1,31.5,34.3,37.5,-9.2
Northern Illinois,99.4,111.3,48.4,54.4,22.5,17.3,34.3,31.7,38.9,41.3,-9.9
Northern Arizona,105.7,118.5,51.5,56.1,16.6,17.0,24.3,33.5,31.2,30.9,-11.1
Morehead St.,105.8,118.8,48.2,51.9,18.7,15.9,36.4,36.0,36.9,37.3,-7.5
Central Connecticut,105.8,118.9,50.7,51.2,15.9,14.5,27.1,31.7,30.4,26.4,-7.5
Albany,102.8,115.6,49.7,53.3,18.7,15.6,32.0,33.6,25.6,35.6,-12.6
Florida A&M,98.7,111.2,48.8,52.4,22.2,19.3,28.3,32.9,36.5,40.7,-8.4
Alabama A&M,101.5,114.3,47.5,52.6,17.1,17.1,27.3,28.8,43.0,38.6,-7.2
Chattanooga,102.3,115.4,51.7,52.0,14.4,14.3,21.0,31.9,32.9,42.5,-11.0
Alabama St.,101.7,115.1,47.9,54.1,19.1,19.7,31.7,34.8,35.3,41.0,-10.4
Lafayette,102.0,115.5,49.1,53.6,15.7,15.5,26.6,30.4,32.3,33.7,-12.6
Cal St. Bakersfield,102.0,115.5,45.7,53.3,19.4,18.7,32.2,36.4,42.4,44.0,-10.7
Houston Christian,105.7,119.9,51.1,56.2,19.0,17.3,30.9,32.9,37.2,30.6,-11.2
UMass Lowell,101.8,115.5,49.9,53.8,19.8,14.8,31.3,29.7,35.6,29.8,-10.1
Bellarmine,111.1,126.3,57.6,59.5,16.1,15.1,21.7,35.0,37.4,33.1,-9.3
UNC Greensboro,106.3,121.0,50.1,56.3,15.5,13.0,28.4,29.9,43.2,30.7,-11.7
Texas Southern,103.0,117.3,49.7,55.3,18.8,15.8,27.6,31.5,40.0,46.0,-9.3
NJIT,99.1,113.1,46.4,50.4,17.8,15.3,26.3,32.6,33.8,38.4,-8.0
Stetson,101.7,116.1,50.1,55.5,18.7,15.8,26.3,31.7,33.4,30.5,-10.9
West Georgia,102.2,117.1,48.9,55.2,16.7,15.0,31.2,30.2,29.5,37.0,-8.3
Bucknell,99.6,114.1,48.5,56.1,19.2,17.9,27.2,30.7,31.8,36.7,-12.0
Wagner,104.6,120.4,50.7,51.5,18.4,14.7,32.4,31.3,31.4,43.7,-10.4
North Florida,111.4,128.5,54.2,58.4,18.3,12.7,24.7,38.7,25.4,32.2,-12.8
Prairie View A&M,100.7,116.2,47.0,53.9,16.4,19.8,25.3,36.8,43.2,47.6,-9.3
Eastern Illinois,95.1,109.8,44.8,51.0,19.4,19.5,27.0,36.2,33.7,36.1,-9.8
Little Rock,101.6,118.0,50.1,55.3,19.8,20.0,31.4,36.8,29.1,32.0,-10.0
Oral Roberts,99.4,115.5,48.1,55.1,18.8,15.1,26.8,34.2,35.5,39.9,-14.6
Holy Cross,100.3,116.6,49.8,55.0,16.1,14.8,21.5,28.5,29.5,28.2,-12.5
Army,103.5,120.6,50.2,55.3,16.8,14.6,29.3,27.5,27.8,36.6,-10.3
Fairleigh Dickinson,101.1,117.9,46.7,56.0,17.6,16.6,30.6,28.9,32.0,37.3,-12.1
Manhattan,104.3,121.8,48.0,54.9,15.4,16.7,27.9,38.2,33.5,25.1,-11.3
Stonehill,91.5,106.9,46.8,48.5,21.0,12.7,28.9,25.0,25.4,30.9,-10.8
Loyola MD,103.3,120.8,50.3,55.2,17.3,16.0,28.9,30.2,32.2,31.8,-12.4
Norfolk St.,98.7,115.8,47.6,51.5,19.1,18.5,31.1,33.2,43.7,44.2,-10.7
New Haven,96.3,113.2,48.3,52.7,19.4,17.0,23.0,28.4,29.3,27.7,-8.3
Southern Indiana,92.9,109.2,43.5,48.1,17.8,16.7,29.6,31.6,35.0,36.5,-14.9
Tennessee Tech,100.8,118.6,49.0,52.8,19.8,15.6,30.9,32.9,34.4,32.5,-11.2
Canisius,97.0,114.6,46.4,53.4,19.8,16.2,30.4,30.6,32.2,33.3,-12.1
Air Force,94.5,111.6,49.0,54.8,22.1,16.2,22.5,32.3,36.5,35.5,-13.0
Jackson St.,99.5,118.3,45.8,54.5,19.7,15.5,25.0,38.7,33.0,40.7,-9.6
Maryland Eastern Shore,95.7,113.8,47.5,50.7,23.1,17.4,29.8,33.2,28.2,40.1,-9.8
North Alabama,100.2,119.2,47.9,54.1,16.5,14.6,30.2,34.0,37.8,31.6,-9.9
North Carolina Central,99.9,119.0,45.6,56.6,18.5,18.7,28.2,38.2,41.3,39.8,-7.6
Niagara,98.3,117.5,49.0,53.8,18.2,16.8,24.4,32.9,25.3,36.0,-13.9
The Citadel,99.1,118.6,49.2,55.7,17.4,13.9,28.7,30.8,31.4,35.2,-12.3
Alcorn St.,98.1,117.6,47.8,57.7,21.1,17.9,28.3,37.0,26.1,40.0,-11.6
Rider,99.0,119.3,43.5,54.2,18.3,13.1,33.7,33.4,32.0,32.3,-13.5
UTSA,96.7,117.4,43.0,53.5,18.5,15.3,29.9,37.8,30.2,34.9,-12.7
Saint Francis,98.4,119.6,47.7,59.1,18.0,18.8,25.8,33.5,26.8,37.1,-11.1
UMKC,95.8,116.5,46.1,56.1,19.0,16.7,28.6,36.7,30.2,31.3,-14.6
Maine,92.0,112.5,48.5,50.2,19.9,19.3,21.8,36.2,35.5,33.6,-15.0
Chicago St.,98.0,120.0,44.1,57.4,16.9,19.4,28.8,36.9,30.4,37.8,-13.3
Louisiana Monroe,98.2,120.3,47.9,56.4,18.1,16.2,23.5,35.1,35.5,25.4,-16.4
Bryant,96.2,117.9,44.9,51.2,20.3,14.6,28.0,32.8,29.1,31.9,-11.4
VMI,99.8,122.8,47.1,55.9,16.4,16.8,27.2,40.0,32.0,36.9,-13.9
Morgan St.,98.5,122.1,45.4,54.6,18.9,16.9,30.1,34.4,42.6,56.2,-10.2
South Carolina St.,96.8,120.5,46.2,55.0,20.7,16.9,30.9,39.4,39.0,52.9,-12.0
Delaware St.,88.8,111.3,42.4,54.3,19.2,20.4,25.4,29.9,32.6,38.7,-12.3
Binghamton,96.0,122.6,47.8,54.9,19.8,13.5,22.7,29.4,43.5,33.0,-15.7
Western Illinois,93.1,119.4,43.3,53.8,17.7,15.7,29.0,34.1,38.7,37.7,-16.4
Gardner Webb,94.2,123.9,45.8,57.8,20.9,14.2,24.0,36.7,30.9,35.0,-15.2
Coppin St.,93.7,126.5,45.2,58.2,22.6,16.9,29.8,36.2,37.4,45.2,-16.8
Mississippi Valley St.,88.2,119.4,44.1,57.3,22.9,16.9,25.8,35.8,31.6,47.5,-16.4
